emp_no,first_name,last_name,to_date,title,salary
209278,Sverrir,Lanzelotte,1991-09-23,Engineer,40000
209278,Sverrir,Lanzelotte,1990-12-25,Assistant Engineer,40000
209279,Roddy,Bail,1996-03-03,Staff,45126
209279,Roddy,Bail,9999-01-01,Senior Staff,45126
209300,Ronghao,Karner,9999-01-01,Senior Engineer,40000
209300,Ronghao,Karner,1997-11-22,Engineer,40000
209320,Candida,Piancastelli,1990-11-17,Staff,49620
209320,Candida,Piancastelli,9999-01-01,Senior Staff,49620
209345,Pohua,Linares,9999-01-01,Senior Engineer,42121
209345,Pohua,Linares,1995-02-05,Engineer,42121
209410,Subhash,Cronau,9999-01-01,Senior Engineer,40000
209436,Barton,Benaini,2000-12-23,Staff,63447
209436,Barton,Benaini,9999-01-01,Senior Staff,63447
209439,Gay,Hemaspaandra,1996-05-16,Staff,47641
209439,Gay,Hemaspaandra,9999-01-01,Senior Staff,47641
209445,Zhiwei,Deville,1997-01-24,Staff,44857
209445,Zhiwei,Deville,9999-01-01,Senior Staff,44857
209492,Mabo,Asmuth,2000-09-25,Staff,88681
209502,Holgard,Sudbeck,1995-02-05,Staff,46480
209502,Holgard,Sudbeck,9999-01-01,Senior Staff,46480
209516,Hitomi,Kaiser,1996-06-29,Senior Engineer,40000
209516,Hitomi,Kaiser,1993-12-16,Engineer,40000
209539,Aloys,Erde,9999-01-01,Senior Engineer,43380
209539,Aloys,Erde,1997-07-20,Engineer,43380
209543,Heng,Porenta,9999-01-01,Senior Engineer,70266
209543,Heng,Porenta,1993-08-09,Engineer,70266
209544,Fumiya,Kobuchi,9999-01-01,Senior Engineer,40693
209544,Fumiya,Kobuchi,1990-07-09,Engineer,40693
209575,Zita,Kambil,9999-01-01,Senior Engineer,40000
209589,Genki,Baumann,1991-02-13,Staff,40000
209589,Genki,Baumann,9999-01-01,Senior Staff,40000
209602,Stamatina,Foong,9999-01-01,Senior Staff,43887
209622,Radoslaw,Luit,9999-01-01,Senior Engineer,55755
209622,Radoslaw,Luit,1994-10-09,Engineer,55755
209656,Ger,Oehlmann,1990-10-15,Staff,41393
209656,Ger,Oehlmann,9999-01-01,Senior Staff,41393
209657,Narain,Lunn,9999-01-01,Technique Leader,40000
209670,Lubomir,Sewelson,1991-10-23,Staff,71973
209670,Lubomir,Sewelson,9999-01-01,Senior Staff,71973
209674,Krassimir,Kroft,9999-01-01,Senior Engineer,57461
209674,Krassimir,Kroft,1994-09-10,Engineer,57461
209703,Wuxu,Meszaros,9999-01-01,Senior Engineer,40000
209713,Nahla,Heping,9999-01-01,Senior Engineer,40000
209714,Lein,Tsukune,1992-12-15,Staff,43768
209717,Thanasis,Mellouli,9999-01-01,Engineer,40000
209719,Serap,DuBourdieux,9999-01-01,Senior Engineer,41056
209719,Serap,DuBourdieux,1994-07-05,Engineer,41056
209721,Shaw,Heemskerk,9999-01-01,Senior Staff,64592
209751,Cristinel,Rosch,9999-01-01,Senior Engineer,40000
209751,Cristinel,Rosch,1999-01-17,Engineer,40000
209751,Cristinel,Rosch,1993-01-17,Assistant Engineer,40000
209773,Jaques,Vendrig,9999-01-01,Senior Engineer,42839
209773,Jaques,Vendrig,1997-07-25,Engineer,42839
209777,Ravishankar,Condotta,9999-01-01,Engineer,43700
209791,Mabhin,Garnham,9999-01-01,Senior Staff,67938
209792,Yoshinari,Bernick,9999-01-01,Senior Engineer,58848
209792,Yoshinari,Bernick,1993-08-11,Engineer,58848
209799,Honesty,Caine,1999-05-04,Staff,47927
209799,Honesty,Caine,9999-01-01,Senior Staff,47927
209808,Reinhold,Calkin,9999-01-01,Senior Engineer,45530
209808,Reinhold,Calkin,2000-03-13,Engineer,45530
209817,Arunas,Vecchi,9999-01-01,Senior Engineer,68582
209817,Arunas,Vecchi,1997-10-29,Engineer,68582
209828,Vatsa,Brender,9999-01-01,Engineer,40000
209860,Perla,Engberts,9999-01-01,Technique Leader,49666
209872,Breannda,Kaiser,1995-12-16,Staff,69265
209872,Breannda,Kaiser,9999-01-01,Senior Staff,69265
209877,Kristian,Dredge,9999-01-01,Senior Staff,40000
209885,Chenxi,Brendel,1999-02-03,Senior Engineer,60436
209885,Chenxi,Brendel,1994-07-22,Engineer,60436
209890,Ronghao,Radivojevic,9999-01-01,Staff,40000
209899,Lucien,Nicolson,9999-01-01,Senior Engineer,40000
209899,Lucien,Nicolson,1996-10-26,Engineer,40000
209937,Erez,Bage,9999-01-01,Senior Engineer,54704
209937,Erez,Bage,1996-02-25,Engineer,54704
210007,DAIDA,Rosiles,2000-12-12,Senior Engineer,40000
210007,DAIDA,Rosiles,1991-05-12,Engineer,40000
210016,Qingxiang,Fendler,1991-06-12,Staff,55288
210016,Qingxiang,Fendler,1995-04-05,Senior Staff,55288
210033,Chanjung,Ghandeharizadeh,9999-01-01,Senior Engineer,51049
210033,Chanjung,Ghandeharizadeh,1995-04-17,Engineer,51049
210042,Alejandra,Hitomi,2001-07-18,Staff,84492
210042,Alejandra,Hitomi,9999-01-01,Senior Staff,84492
210044,Ymte,Bergere,1992-10-18,Staff,62132
210044,Ymte,Bergere,9999-01-01,Senior Staff,62132
210075,Kazuhiko,Pellegrinelli,9999-01-01,Senior Engineer,40000
210075,Kazuhiko,Pellegrinelli,1993-02-09,Engineer,40000
210080,Premal,Perl,9999-01-01,Staff,61598
210090,Shigeu,Ladret,1993-05-20,Staff,40000
210090,Shigeu,Ladret,9999-01-01,Senior Staff,40000
210096,Herbert,Karner,9999-01-01,Technique Leader,40000
210098,Mingzeng,Milicic,9999-01-01,Staff,63442
210110,Falguni,Jullig,9999-01-01,Senior Engineer,40000
210110,Falguni,Jullig,1994-11-06,Engineer,40000
210129,Aamer,Frijda,9999-01-01,Senior Engineer,40000
210129,Aamer,Frijda,1995-11-06,Engineer,40000
210135,Karsten,Poulakidas,9999-01-01,Senior Engineer,51522
210135,Karsten,Poulakidas,1993-11-17,Engineer,51522
210155,Eirik,Koblitz,1995-04-12,Staff,86430
210155,Eirik,Koblitz,9999-01-01,Senior Staff,86430
210160,Byong,Trelles,9999-01-01,Senior Engineer,40000
210160,Byong,Trelles,1993-09-10,Engineer,40000
210181,Kasturi,Janocha,9999-01-01,Senior Engineer,40000
210182,Patricio,Junet,2001-01-05,Staff,53784
210182,Patricio,Junet,9999-01-01,Senior Staff,53784
210187,Randi,Rosaz,9999-01-01,Senior Engineer,54047
210206,Bikash,Munck,1992-06-01,Staff,40000
210206,Bikash,Munck,9999-01-01,Senior Staff,40000
210208,Shaleah,Feldhoffer,1992-09-08,Staff,40000
210208,Shaleah,Feldhoffer,1996-04-26,Senior Staff,40000
210212,Jongsuk,Vitiello,1992-05-27,Staff,40000
210212,Jongsuk,Vitiello,9999-01-01,Senior Staff,40000
210219,Serif,Encarnacion,1994-03-31,Staff,40000
210219,Serif,Encarnacion,9999-01-01,Senior Staff,40000
210233,Qunsheng,Gornas,9999-01-01,Senior Staff,77552
210252,Mohammed,Rissanen,9999-01-01,Senior Engineer,40000
210252,Mohammed,Rissanen,1995-03-19,Engineer,40000
210253,Jixiang,Scallan,9999-01-01,Senior Engineer,40000
210269,Huan,Hitomi,1998-01-02,Staff,100150
210269,Huan,Hitomi,2001-09-06,Senior Staff,100150
210277,Yoshimitsu,Carrere,9999-01-01,Senior Engineer,40000
210277,Yoshimitsu,Carrere,1993-11-05,Engineer,40000
210281,Slavian,Poupard,9999-01-01,Senior Engineer,50119
210281,Slavian,Poupard,1995-07-21,Engineer,50119
210283,Xiong,Sluis,1990-03-23,Staff,64081
210284,Vasilis,Kavvadias,9999-01-01,Senior Engineer,40000
210284,Vasilis,Kavvadias,1995-08-28,Engineer,40000
210288,Oscar,DasSarma,1995-04-30,Staff,76726
210288,Oscar,DasSarma,9999-01-01,Senior Staff,76726
210301,Karoline,Suri,1995-02-14,Staff,64879
210301,Karoline,Suri,9999-01-01,Senior Staff,64879
210313,Larisa,Leaver,1997-10-13,Staff,40000
210315,Zhanqiu,Sabnani,9999-01-01,Senior Engineer,40000
210315,Zhanqiu,Sabnani,1994-09-28,Engineer,40000
210319,Mechthild,Roohalamini,9999-01-01,Senior Staff,63431
210332,Golgen,Beerel,9999-01-01,Staff,40000
210373,Kazuyasu,Improta,1994-08-04,Staff,85225
210373,Kazuyasu,Improta,2000-03-03,Senior Staff,85225
210374,Yuriy,Angot,9999-01-01,Senior Engineer,40000
210374,Yuriy,Angot,1995-08-25,Engineer,40000
210418,Alejandro,Krogh,9999-01-01,Senior Engineer,79798
210431,Giao,Diderrich,9999-01-01,Senior Staff,51473
210434,Subhada,Swist,9999-01-01,Senior Engineer,48797
210434,Subhada,Swist,1994-06-17,Engineer,48797
210437,Aleksandar,Pettis,1995-11-14,Staff,44194
210437,Aleksandar,Pettis,9999-01-01,Senior Staff,44194
210473,Aram,Terlouw,9999-01-01,Engineer,50760
210485,Mitchel,Codenie,1994-03-12,Staff,98803
210485,Mitchel,Codenie,9999-01-01,Senior Staff,98803
210492,Lidong,Straney,1996-11-21,Engineer,40000
210493,Arie,Lieblein,9999-01-01,Senior Engineer,48075
210493,Arie,Lieblein,1992-12-04,Engineer,48075
210499,Pintsang,Peron,1996-11-09,Staff,71701
210499,Pintsang,Peron,2001-02-13,Senior Staff,71701
210501,Jamaludin,Zedlitz,1998-02-21,Assistant Engineer,40334
210504,Xuedong,Falck,1997-04-03,Staff,40000
210504,Xuedong,Falck,9999-01-01,Senior Staff,40000
210509,Shichao,Braunschweig,2002-03-28,Staff,40000
210509,Shichao,Braunschweig,9999-01-01,Senior Staff,40000
210513,Shen,Heystek,9999-01-01,Engineer,64732
210520,Inderjeet,Perri,1991-03-01,Staff,62211
210523,Taisook,Sabnani,9999-01-01,Senior Engineer,40188
210523,Taisook,Sabnani,1990-02-18,Engineer,40188
210528,Steve,Ponthieu,1994-09-28,Senior Staff,67783
210545,Vincent,Waymire,1993-07-27,Staff,40000
210545,Vincent,Waymire,9999-01-01,Senior Staff,40000
210553,Xinglin,Suermann,1993-07-18,Staff,40000
210553,Xinglin,Suermann,2001-11-27,Senior Staff,40000
210558,Bokyung,Sigstam,1990-08-01,Staff,79255
210558,Bokyung,Sigstam,9999-01-01,Senior Staff,79255
210563,Remco,Nastansky,9999-01-01,Staff,40000
210568,Geraldo,Ertl,9999-01-01,Staff,56937
210575,Oscar,Lung,1995-11-05,Staff,67936
210575,Oscar,Lung,9999-01-01,Senior Staff,67936
210580,Yahiko,Maliniak,9999-01-01,Senior Staff,65031
210611,Soenke,Lupu,9999-01-01,Senior Engineer,40000
210611,Soenke,Lupu,1995-12-28,Engineer,40000
210624,Poornachandra,Aloia,9999-01-01,Senior Engineer,40000
210638,Xianlong,Bach,9999-01-01,Engineer,45958
210647,Neven,Berstel,1992-07-29,Engineer,40000
210651,Toney,Eiron,1993-12-10,Staff,62896
210651,Toney,Eiron,9999-01-01,Senior Staff,62896
210669,Kersti,Borovoy,9999-01-01,Senior Staff,72062
210671,Serap,Tsukuda,2002-04-28,Staff,40000
210671,Serap,Tsukuda,9999-01-01,Senior Staff,40000
210678,Subbu,Asmuth,9999-01-01,Senior Engineer,59472
210678,Subbu,Asmuth,1995-11-18,Engineer,59472
210710,Nevio,Farrar,1996-01-20,Staff,76571
210710,Nevio,Farrar,9999-01-01,Senior Staff,76571
210718,Nikolaos,Kalafatis,9999-01-01,Senior Engineer,40000
210723,Aria,Saoudi,1991-05-27,Staff,40000
210723,Aria,Saoudi,9999-01-01,Senior Staff,40000
210747,Doohun,Bratten,1998-01-01,Staff,64836
210747,Doohun,Bratten,9999-01-01,Senior Staff,64836
210758,Parviz,Chinen,9999-01-01,Senior Engineer,68125
210758,Parviz,Chinen,1992-09-18,Engineer,68125
210765,Yuguang,Leppanen,9999-01-01,Staff,59687
210772,Kotesh,Penttonen,9999-01-01,Engineer,48814
210802,Christoph,Perz,1991-12-05,Staff,43776
210802,Christoph,Perz,9999-01-01,Senior Staff,43776
210821,Jayesh,Piancastelli,9999-01-01,Senior Engineer,50133
210837,Sailaja,Varman,9999-01-01,Senior Staff,40000
210846,Sadun,Schiper,2000-01-24,Senior Engineer,53463
210846,Sadun,Schiper,1999-05-13,Engineer,53463
210860,Danel,Masand,2000-01-01,Senior Engineer,56420
210860,Danel,Masand,1993-09-19,Engineer,56420
210876,Wayne,Yamaashi,1995-11-21,Staff,40000
210876,Wayne,Yamaashi,9999-01-01,Senior Staff,40000
210888,Hidekazu,Argence,2000-11-04,Staff,40000
210888,Hidekazu,Argence,9999-01-01,Senior Staff,40000
210897,Turgut,Snyers,1994-08-31,Staff,44617
210897,Turgut,Snyers,9999-01-01,Senior Staff,44617
210911,Taisook,Diderrich,9999-01-01,Senior Engineer,40000
210911,Taisook,Diderrich,1996-02-09,Engineer,40000
210915,Mong,Velasco,9999-01-01,Senior Engineer,40390
210915,Mong,Velasco,1994-12-25,Engineer,40390
210975,Erzsebet,Marzano,9999-01-01,Senior Engineer,40000
210975,Erzsebet,Marzano,1992-07-17,Engineer,40000
210976,Khue,Kinley,9999-01-01,Senior Staff,64103
210984,Toshiki,Angel,9999-01-01,Senior Engineer,54314
211040,Jaihie,Nitsch,1995-04-08,Staff,64462
211040,Jaihie,Nitsch,9999-01-01,Senior Staff,64462
211042,Hidekazu,Ertl,9999-01-01,Senior Engineer,45800
211042,Hidekazu,Ertl,1993-09-18,Engineer,45800
211047,Fayez,Plotkin,9999-01-01,Senior Engineer,40000
211047,Fayez,Plotkin,1992-12-18,Engineer,40000
211060,Christoper,Liedekerke,2001-06-04,Staff,40000
211133,Oscal,Ozery,9999-01-01,Senior Engineer,53416
211133,Oscal,Ozery,1996-09-08,Engineer,53416
211154,Miquel,Bennet,1996-04-30,Engineer,65632
211157,Deniz,Levasseur,9999-01-01,Senior Engineer,40000
211157,Deniz,Levasseur,1996-08-06,Engineer,40000
211163,Ranga,Joslin,1990-04-16,Staff,64665
211163,Ranga,Joslin,9999-01-01,Senior Staff,64665
211170,Sakthirel,Tiemann,1998-11-09,Staff,48209
211170,Sakthirel,Tiemann,9999-01-01,Senior Staff,48209
211185,Frederique,Haddadi,1999-06-24,Senior Staff,40000
211193,Yannis,Schapiro,9999-01-01,Senior Engineer,40000
211193,Yannis,Schapiro,1997-11-21,Engineer,40000
211234,Taisook,Rousseau,1993-02-27,Staff,40989
211234,Taisook,Rousseau,9999-01-01,Senior Staff,40989
211238,Supot,Raney,9999-01-01,Assistant Engineer,64512
211250,Paloma,Luca,9999-01-01,Senior Engineer,40000
211250,Paloma,Luca,1998-09-14,Engineer,40000
211262,Valter,Zizka,1990-12-13,Assistant Engineer,40000
211280,Masato,Rothenberg,9999-01-01,Senior Staff,57172
211288,Oguz,Diderrich,1995-10-12,Senior Engineer,40000
211293,Malu,Champarnaud,9999-01-01,Senior Engineer,53383
211301,Khalid,Aingworth,9999-01-01,Senior Engineer,87400
211350,Deborah,Zeilberger,9999-01-01,Staff,40000
211394,Huican,Nicolson,1997-06-18,Staff,40307
211394,Huican,Nicolson,9999-01-01,Senior Staff,40307
211430,Udo,Gyimothy,9999-01-01,Staff,93749
211440,Eran,Bael,2001-02-25,Senior Engineer,53988
211440,Eran,Bael,1993-11-02,Engineer,53988
211470,Domenico,Lorcy,1995-12-09,Staff,44921
211470,Domenico,Lorcy,9999-01-01,Senior Staff,44921
211492,Arch,Openshaw,9999-01-01,Senior Staff,40518
211498,Zsolt,Hambrick,9999-01-01,Technique Leader,56880
211504,Jaewon,Ouhyoung,1996-07-17,Staff,43669
211504,Jaewon,Ouhyoung,2000-12-18,Senior Staff,43669
211507,Yifei,Pelz,9999-01-01,Technique Leader,40000
211534,Jianhua,Cardazo,2001-01-08,Staff,67492
211534,Jianhua,Cardazo,9999-01-01,Senior Staff,67492
211541,Perry,Albarhamtoshy,9999-01-01,Senior Engineer,57371
211541,Perry,Albarhamtoshy,2001-12-28,Engineer,57371
211576,Gilbert,Oaver,9999-01-01,Staff,78240
211584,Sangeeta,Jarecki,9999-01-01,Senior Engineer,61013
211584,Sangeeta,Jarecki,1996-09-05,Engineer,61013
211596,Indrajit,Naumovich,9999-01-01,Staff,60413
211599,Heekeun,Picaronny,9999-01-01,Engineer,69546
211637,Kwee,Khamsi,2000-08-02,Staff,40000
211637,Kwee,Khamsi,2000-09-17,Senior Staff,40000
211644,Menkae,Trogemann,9999-01-01,Senior Staff,76750
211668,Sigeru,Jarecki,9999-01-01,Senior Engineer,63081
211668,Sigeru,Jarecki,1992-07-24,Engineer,63081
211675,Yunming,Kalloufi,1999-06-23,Senior Staff,53447
211703,Mart,Mattern,1994-05-21,Staff,88079
211703,Mart,Mattern,2000-02-18,Senior Staff,88079
211710,Sigeru,Senzako,9999-01-01,Engineer,40000
211716,Roded,Lores,1995-05-12,Staff,40000
211716,Roded,Lores,9999-01-01,Senior Staff,40000
211744,Hausi,Maccarone,1996-07-21,Senior Engineer,40000
211744,Hausi,Maccarone,1993-09-18,Engineer,40000
211800,Remzi,Melter,9999-01-01,Technique Leader,46104
211814,Charlene,Perry,1986-09-17,Engineer,58408
211822,Duangkaew,Ellozy,9999-01-01,Engineer,52074
211837,Billur,Porotnikoff,9999-01-01,Senior Engineer,40000
211837,Billur,Porotnikoff,2002-06-28,Engineer,40000
211854,Eishiro,Rosar,9999-01-01,Engineer,40000
211872,Hiroyasu,Boudaillier,1999-05-31,Staff,40000
211872,Hiroyasu,Boudaillier,9999-01-01,Senior Staff,40000
211886,Sajjad,Etalle,2002-02-23,Technique Leader,40000
211897,Perry,Lalonde,9999-01-01,Senior Engineer,55016
211897,Perry,Lalonde,1994-05-09,Engineer,55016
211901,Oscar,Birjandi,9999-01-01,Senior Engineer,41972
211901,Oscar,Birjandi,1994-04-07,Engineer,41972
211916,Prodip,Ramsey,1995-02-20,Technique Leader,40000
211925,Christophe,Rodiger,9999-01-01,Technique Leader,49833
211931,Sailaja,Maksimenko,1993-07-22,Staff,40000
211931,Sailaja,Maksimenko,9999-01-01,Senior Staff,40000
211963,Giao,Janocha,9999-01-01,Senior Engineer,65958
211984,Nimmagadda,Kalefeld,9999-01-01,Staff,54891
211999,Frederique,Demian,9999-01-01,Technique Leader,44153
212040,Bangqing,Lunt,1991-07-01,Staff,97847
212040,Bangqing,Lunt,9999-01-01,Senior Staff,97847
212042,Sigeru,Brizzi,2002-04-09,Staff,46054
212042,Sigeru,Brizzi,9999-01-01,Senior Staff,46054
212053,Randy,Gecsel,2001-04-13,Staff,40000
212056,Sangeeta,Perna,9999-01-01,Senior Engineer,51891
212056,Sangeeta,Perna,2000-12-22,Engineer,51891
212064,Tayeb,Constantine,1993-01-08,Staff,63309
212064,Tayeb,Constantine,9999-01-01,Senior Staff,63309
212065,Jiang,Perng,1988-12-03,Assistant Engineer,40000
212072,Lorien,Billingsley,9999-01-01,Engineer,50871
212094,Alassane,Schmezko,2001-02-08,Staff,40000
212094,Alassane,Schmezko,9999-01-01,Senior Staff,40000
212113,Leucio,Miara,1996-03-07,Staff,47986
212113,Leucio,Miara,9999-01-01,Senior Staff,47986
212116,Shir,Leivant,1997-01-19,Staff,58408
212116,Shir,Leivant,9999-01-01,Senior Staff,58408
212141,Slavian,Leijenhorst,1995-07-30,Staff,72249
212141,Slavian,Leijenhorst,9999-01-01,Senior Staff,72249
212157,Shrikanth,Binkley,1991-04-10,Staff,74197
212157,Shrikanth,Binkley,9999-01-01,Senior Staff,74197
212161,Inderjeet,Lukaszewicz,9999-01-01,Senior Engineer,40000
212161,Inderjeet,Lukaszewicz,1995-10-04,Engineer,40000
212168,Licheng,Rathonyi,9999-01-01,Assistant Engineer,46555
212171,Valdiodio,Greibach,9999-01-01,Senior Engineer,71987
212181,Zhiwei,Sundgren,1990-02-27,Staff,47494
212181,Zhiwei,Sundgren,9999-01-01,Senior Staff,47494
212191,Narain,Besancenot,9999-01-01,Senior Engineer,40000
212191,Narain,Besancenot,1993-12-29,Engineer,40000
212213,Jaideep,Ozery,9999-01-01,Staff,55352
212217,Manibrata,Demos,1986-12-11,Engineer,40000
212219,Yahiko,Solovay,9999-01-01,Senior Engineer,40000
212258,Nevin,Menhardt,9999-01-01,Technique Leader,49374
212259,Vishu,Slaats,9999-01-01,Senior Staff,53660
212260,Hsiangchu,Baek,9999-01-01,Senior Engineer,40000
212268,Stamatina,Asser,9999-01-01,Senior Engineer,60046
212268,Stamatina,Asser,1994-11-30,Engineer,60046
212291,Persi,Honiden,9999-01-01,Senior Engineer,44783
212307,Leni,Kirkerud,1995-04-06,Staff,75603
212307,Leni,Kirkerud,9999-01-01,Senior Staff,75603
212334,Franziska,Bellmore,9999-01-01,Senior Engineer,44884
212334,Franziska,Bellmore,1997-10-24,Engineer,44884
212340,Kokou,Erol,9999-01-01,Senior Engineer,40000
212340,Kokou,Erol,2001-07-30,Engineer,40000
212355,Ortrun,Lubachevsky,9999-01-01,Senior Engineer,55196
212355,Ortrun,Lubachevsky,1993-07-17,Engineer,55196
212365,Leon,Champarnaud,9999-01-01,Senior Staff,86151
212382,Greger,Sullins,1989-02-13,Senior Engineer,42826
212425,Aiichiro,Leonhardt,1990-01-07,Staff,49332
212433,Zhensheng,Brodal,9999-01-01,Senior Engineer,51420
212433,Zhensheng,Brodal,1990-04-22,Engineer,51420
212490,Caolyn,Cullers,2001-09-09,Engineer,40000
212519,Miomir,Muniz,2002-07-18,Engineer,40000
212521,Duangkaew,Borstler,1995-11-17,Staff,40000
212521,Duangkaew,Borstler,9999-01-01,Senior Staff,40000
212534,Sariel,Pocchiola,2001-12-25,Technique Leader,75423
212602,Tua,Chiodo,9999-01-01,Senior Engineer,40000
212618,Haldun,Anido,1992-01-14,Staff,44446
212618,Haldun,Anido,9999-01-01,Senior Staff,44446
212643,Tetsurou,Malinowski,9999-01-01,Senior Engineer,46432
212644,Garnik,Theuretzbacher,9999-01-01,Staff,81734
212653,Geoffrey,Nyrup,9999-01-01,Senior Engineer,58258
212653,Geoffrey,Nyrup,2002-01-08,Engineer,58258
212653,Geoffrey,Nyrup,1994-01-08,Assistant Engineer,58258
212670,Eran,Iacovou,1999-12-29,Assistant Engineer,44182
212673,Utpal,Mundy,9999-01-01,Senior Engineer,40000
212677,Subbu,Demeyer,9999-01-01,Senior Engineer,60964
212677,Subbu,Demeyer,2001-09-09,Engineer,60964
212679,Luigi,Heering,1997-10-07,Staff,58274
212737,Eckart,Mitchem,1994-10-17,Staff,72645
212737,Eckart,Mitchem,9999-01-01,Senior Staff,72645
212742,Gal,Melter,2002-04-20,Staff,69846
212742,Gal,Melter,9999-01-01,Senior Staff,69846
212750,Sajjan,Bednarek,9999-01-01,Senior Engineer,41413
212762,Kauko,Lung,1995-10-18,Staff,43095
212762,Kauko,Lung,9999-01-01,Senior Staff,43095
212780,Yuchang,Asser,9999-01-01,Staff,91383
212796,Troy,Eiron,1995-07-02,Staff,63375
212796,Troy,Eiron,9999-01-01,Senior Staff,63375
212800,Lihong,Hardjono,1999-05-16,Staff,55155
212800,Lihong,Hardjono,9999-01-01,Senior Staff,55155
212806,Keiichiro,Papadias,1999-02-07,Staff,40000
212806,Keiichiro,Papadias,9999-01-01,Senior Staff,40000
212821,Atreye,Vingron,1997-01-24,Staff,57263
212821,Atreye,Vingron,9999-01-01,Senior Staff,57263
212826,Leucio,Malabarba,1995-03-07,Staff,40000
212826,Leucio,Malabarba,9999-01-01,Senior Staff,40000
212830,Dines,Lenart,9999-01-01,Senior Engineer,44519
212830,Dines,Lenart,1994-12-02,Engineer,44519
212854,Pranay,Hennings,9999-01-01,Technique Leader,60287
212880,Sreekrishna,Hofting,9999-01-01,Engineer,45936
212883,Denis,Hedayat,1995-10-31,Staff,46739
212883,Denis,Hedayat,9999-01-01,Senior Staff,46739
212892,Surveyors,Gubsky,1994-04-02,Engineer,48655
212902,Shounak,Speckmann,9999-01-01,Staff,51491
212911,Chiranjit,Griswold,9999-01-01,Senior Engineer,54019
212911,Chiranjit,Griswold,1993-05-05,Engineer,54019
212950,Udi,Schiettecatte,9999-01-01,Engineer,48767
212989,Kasturi,Billawala,9999-01-01,Engineer,64210
212997,Sumant,Zaccaria,1994-01-23,Senior Engineer,65739
213028,Koichi,Hutton,1996-01-14,Engineer,40000
213035,Shuichi,Nitsche,1998-04-07,Staff,61301
213035,Shuichi,Nitsche,9999-01-01,Senior Staff,61301
213039,Oldrich,Docker,2000-12-29,Staff,92281
213039,Oldrich,Docker,9999-01-01,Senior Staff,92281
213061,Zeljko,Leuchs,1993-09-07,Staff,40000
213061,Zeljko,Leuchs,9999-01-01,Senior Staff,40000
213073,Huai,Heemskerk,1995-02-28,Staff,46858
213073,Huai,Heemskerk,9999-01-01,Senior Staff,46858
213090,Aleksandar,Sudkamp,2000-03-27,Staff,40000
213090,Aleksandar,Sudkamp,9999-01-01,Senior Staff,40000
213101,Sajjad,Benveniste,2002-02-01,Staff,42562
213101,Sajjad,Benveniste,9999-01-01,Senior Staff,42562
213105,Basim,Steenbeek,9999-01-01,Senior Engineer,50295
213105,Basim,Steenbeek,1991-03-11,Engineer,50295
213144,Patricio,Luon,1994-08-12,Staff,94603
213144,Patricio,Luon,9999-01-01,Senior Staff,94603
213145,Hausi,Meriste,1994-11-04,Staff,40000
213145,Hausi,Meriste,1997-09-24,Senior Staff,40000
213155,Mayuri,Kermarrec,9999-01-01,Staff,53925
213164,Tadahiko,Maccarone,9999-01-01,Senior Engineer,40000
213164,Tadahiko,Maccarone,2001-08-12,Engineer,40000
213179,Teiji,Vernadat,1999-11-20,Engineer,76699
213180,Aiman,Heuser,9999-01-01,Senior Engineer,46415
213180,Aiman,Heuser,1993-09-02,Engineer,46415
213232,Halsur,Rodham,1998-09-21,Senior Engineer,59248
213232,Halsur,Rodham,1993-08-22,Engineer,59248
213237,Radhika,Tagansky,9999-01-01,Senior Engineer,50346
213243,Shay,Marshall,9999-01-01,Senior Engineer,50008
213243,Shay,Marshall,1998-06-14,Engineer,50008
213258,Kersti,Carrere,1997-02-08,Senior Staff,62192
213293,Rafols,Streng,9999-01-01,Technique Leader,40000
213327,Shiv,Alpin,9999-01-01,Senior Engineer,40000
213327,Shiv,Alpin,1995-11-19,Engineer,40000
213342,Randy,Knightly,9999-01-01,Senior Engineer,58687
213342,Randy,Knightly,2000-06-18,Engineer,58687
213353,Diederik,Gecsel,1995-03-23,Staff,68352
213353,Diederik,Gecsel,9999-01-01,Senior Staff,68352
213356,Ayonca,Naumovich,2001-10-19,Staff,51358
213360,Debaprosad,Antonakopoulos,9999-01-01,Senior Engineer,64943
213393,Hauke,Rossi,9999-01-01,Technique Leader,43346
213407,Gino,Mandell,1996-11-13,Staff,81139
213407,Gino,Mandell,9999-01-01,Senior Staff,81139
213426,Demin,Lenart,1991-04-28,Staff,82945
213426,Demin,Lenart,9999-01-01,Senior Staff,82945
213490,Gino,Bugrara,9999-01-01,Engineer,52928
213491,Sashi,Kaiser,9999-01-01,Senior Engineer,44775
213491,Sashi,Kaiser,1998-06-08,Engineer,44775
213525,Kamran,Hellwagner,1992-10-25,Staff,82437
213525,Kamran,Hellwagner,9999-01-01,Senior Staff,82437
213549,Aiman,Sidou,1989-11-17,Engineer,60096
213558,Vidya,Gunderson,9999-01-01,Senior Engineer,63918
213558,Vidya,Gunderson,1995-03-28,Engineer,63918
213620,Gita,Picco,1998-04-27,Senior Engineer,58930
213620,Gita,Picco,1996-09-01,Engineer,58930
213623,Valeri,Hambrick,9999-01-01,Senior Engineer,40000
213623,Valeri,Hambrick,1995-08-31,Engineer,40000
213647,Douadi,Sethi,9999-01-01,Senior Staff,52648
213662,Parke,Rosen,9999-01-01,Technique Leader,48265
213667,Martina,Birch,9999-01-01,Senior Engineer,55288
213667,Martina,Birch,1994-06-12,Engineer,55288
213670,Fei,Dolinsky,9999-01-01,Assistant Engineer,40000
