emp_no,first_name,last_name,to_date
445306,Arvind,Taubman,1999-01-01
445314,Adel,Caine,1999-01-01
445315,Otmar,Conde,1999-01-01
445316,Moni,Straney,1999-01-01
445330,Lijie,Mitina,1999-01-01
445334,Perla,Sessa,1999-01-01
445355,Susanne,Dengi,1999-01-01
445366,Raimond,Panienski,1999-01-01
445370,Leaf,Shinomoto,1999-01-01
445371,Phillip,Tempesti,1999-01-01
445381,Heekeun,Solovay,1999-01-01
445389,Sariel,Begiun,1999-01-01
445391,Tesuro,Hopewell,1999-01-01
445397,Stein,Servi,1999-01-01
445402,Hatem,Perz,1999-01-01
445410,Elvia,Brodie,1999-01-01
445412,Odinaldo,Ratzlaff,1999-01-01
445414,Subhankar,Teitelbaum,1999-01-01
445416,Kasturi,Awdeh,1999-01-01
445460,Barna,Lamma,1999-01-01
445463,Gopalakrishnan,Perna,1999-01-01
445479,Urs,Porotnikoff,1999-01-01
445484,Yagil,Ventosa,1999-01-01
445493,Arvind,Ramsey,1999-01-01
445497,Jouko,Hofmeyr,1999-01-01
445499,Shem,Shumilov,1999-01-01
445501,Behnaam,Wolniewicz,1999-01-01
445505,Vugranam,Khalid,1999-01-01
445509,Hein,Templeman,1999-01-01
445524,Djelloul,Radivojevic,1999-01-01
445531,Jamaludin,Randt,1999-01-01
445534,Poorav,Picht,1999-01-01
445546,Mandell,Encarnacion,1999-01-01
445550,Shaz,Baik,1999-01-01
445552,Ziyad,Kleiser,1999-01-01
445556,Badri,Schaar,1999-01-01
445562,Alair,Pietracaprina,1999-01-01
445574,Erzsebet,Murtha,1999-01-01
445580,Mori,Lung,1999-01-01
445597,Thodoros,Murthy,1999-01-01
445600,Patricia,Schlegelmilch,1999-01-01
445611,Chrisa,Murtafg,1999-01-01
445614,Xudong,Riexinger,1999-01-01
445621,Shmuel,Impagliazzo,1999-01-01
445622,Sasan,Iisaka,1999-01-01
445626,Satoru,Lanphier,1999-01-01
445630,Bangqing,Rosch,1999-01-01
445632,Zhiguo,Bressoud,1999-01-01
445633,Michaela,Barriga,1999-01-01
445634,Erez,Chandrasekhar,1999-01-01
445654,Shietung,Hertweck,1999-01-01
445659,Jagoda,Bodoff,1999-01-01
445682,Jongsuk,Peha,1999-01-01
445688,Gunilla,Carrere,1999-01-01
445689,Naraig,Shihab,1999-01-01
445701,Luigi,Naumovich,1999-01-01
445703,Badri,Murtha,1999-01-01
445715,Shooichi,Schurmann,1999-01-01
445716,Sachio,Douceur,1999-01-01
445721,Arra,Falby,1999-01-01
445728,Herb,Lorin,1999-01-01
445742,Ayonca,Teitelbaum,1999-01-01
445743,Nagui,Clouatre,1999-01-01
445757,Heeju,Chiola,1999-01-01
445760,Pohua,Schicker,1999-01-01
445769,Theirry,Aingworth,1999-01-01
445772,Tuval,Oehlmann,1999-01-01
445787,Conrado,Cannard,1999-01-01
445790,Visit,Luon,1999-01-01
445840,Marko,Czaja,1999-01-01
445844,Jeane,Slobodova,1999-01-01
445848,Qunsheng,Emden,1999-01-01
445852,Bernt,Doering,1999-01-01
445888,Munir,Geffroy,1999-01-01
445889,Christophe,Standera,1999-01-01
445897,Oddvar,Krybus,1999-01-01
445900,Zissis,Parfitt,1999-01-01
445902,Ziyad,Dulli,1999-01-01
445910,Patricia,Fritzsche,1999-01-01
445911,JoAnne,Gide,1999-01-01
445928,Abdulah,Ermel,1999-01-01
445931,Amabile,Falster,1999-01-01
445932,Mariusz,Schrooten,1999-01-01
445934,Beshir,Casperson,1999-01-01
445964,Alagu,Kaelbling,1999-01-01
445970,Chuanti,Polajnar,1999-01-01
445985,Van,Ginesta,1999-01-01
445988,Denny,Yetto,1999-01-01
445995,Mabo,Denny,1999-01-01
446024,Susanna,Srimani,1999-01-01
446026,Bikash,Ritcey,1999-01-01
446030,Mahmut,Peris,1999-01-01
446036,Supot,McClurg,1999-01-01
446038,Sangeeta,Ponthieu,1999-01-01
446045,Margareta,Narwekar,1999-01-01
446061,Moie,Koyama,1999-01-01
446071,Rasiah,Danner,1999-01-01
446080,Oksana,Boudaillier,1999-01-01
446083,Subir,Chiodo,1999-01-01
446087,Samphel,Farris,1999-01-01
446088,Nevin,Verspoor,1999-01-01
446089,Junsik,Serov,1999-01-01
446100,Faiza,Mitina,1999-01-01
446108,Georg,Reinhart,1999-01-01
446115,Marko,Heyers,1999-01-01
446123,Chirstian,Velasco,1999-01-01
446128,Filipe,Rajaraman,1999-01-01
446131,Carrsten,Desikan,1999-01-01
446139,Odoardo,Schlenzig,1999-01-01
446147,Krassimir,Karunanithi,1999-01-01
446178,Georg,Fiutem,1999-01-01
446189,Kwangyoen,Muhlberg,1999-01-01
446190,Jaroslava,Baba,1999-01-01
446193,Yoshimitsu,Gimbel,1999-01-01
446195,Licheng,Shimshoni,1999-01-01
446209,Arumugam,Iisaka,1999-01-01
446223,Gay,Perin,1999-01-01
446241,Oscar,Schrooten,1999-01-01
446243,Along,Schwartzbauer,1999-01-01
446244,Denis,Baez,1999-01-01
446259,Qingxiang,Birjandi,1999-01-01
446264,Kasturi,Barriga,1999-01-01
446274,Lucian,Penttonen,1999-01-01
446276,Becky,Stroustrup,1999-01-01
446283,Shrikanth,Wursthorn,1999-01-01
446285,Arto,Shanbhogue,1999-01-01
446287,Bilhanan,Nyrup,1999-01-01
446290,Itzchak,Lortz,1999-01-01
446302,Zhiguo,Siepmann,1999-01-01
446314,Yuguang,Speek,1999-01-01
446319,Adam,Siepmann,1999-01-01
446324,Marit,Matzov,1999-01-01
446326,Basem,Peak,1999-01-01
446328,Feixiong,Pehl,1999-01-01
446348,Panayotis,Kalloufi,1999-01-01
446350,Marl,Zolotykh,1999-01-01
446352,Sariel,Muhlberg,1999-01-01
446355,Kiam,Vieri,1999-01-01
446370,Bedrich,Sewelson,1999-01-01
446376,Duangkaew,DeMori,1999-01-01
446380,Fumiyo,Egerstedt,1999-01-01
446391,Kauko,Camarinopoulos,1999-01-01
446402,Goa,Snedden,1999-01-01
446404,Malu,Luks,1999-01-01
446439,Marko,Kuszyk,1999-01-01
446448,Lobel,Gulla,1999-01-01
446455,Mabhin,Honiden,1999-01-01
446456,Shimshon,Usery,1999-01-01
446468,Kagan,Lanphier,1999-01-01
446469,Yucai,Krupka,1999-01-01
446505,Lubomir,Neimat,1999-01-01
446511,Guoxiang,Hennings,1999-01-01
446512,Chiranjit,Ruther,1999-01-01
446516,Kristin,Schlegelmilch,1999-01-01
446533,Xiaoshan,Kalorkoti,1999-01-01
446544,Conal,Kumaresan,1999-01-01
446558,Weiyi,Braunschweig,1999-01-01
446561,Sivanarayana,Sridhar,1999-01-01
446565,Phule,Passafiume,1999-01-01
446574,Lijia,Vuskovic,1999-01-01
446602,Uzi,Reistad,1999-01-01
446607,Urs,Hinsberger,1999-01-01
446611,Moto,Garigliano,1999-01-01
446631,Nakhoon,Biros,1999-01-01
446633,Junichi,Zeidenstein,1999-01-01
446640,Stevo,Crooks,1999-01-01
446645,Ferdinand,Ranst,1999-01-01
446669,Gor,Pezzoli,1999-01-01
446670,Alejandro,Gerteisen,1999-01-01
446695,Filipe,Einsfeld,1999-01-01
446727,Unal,Merks,1999-01-01
446735,Taizo,Tiemann,1999-01-01
446744,Vishv,Rahier,1999-01-01
446758,Chaitali,Peha,1999-01-01
446768,Conor,Kroha,1999-01-01
446772,Nathan,Pettis,1999-01-01
446788,Peer,Chaudhury,1999-01-01
446795,Cheong,Famili,1999-01-01
446801,Yolla,Kropp,1999-01-01
446802,Parviz,Rosis,1999-01-01
446804,Hilari,Iacovou,1999-01-01
446815,Zhonghui,Badr,1999-01-01
446822,Patricio,Riefers,1999-01-01
446848,Lenore,Oskamp,1999-01-01
446863,Haldon,Flowers,1999-01-01
446871,Munenori,Brobst,1999-01-01
446888,Ishfaq,Iisaku,1999-01-01
446891,Susanta,Heuser,1999-01-01
446894,Heather,Rousseau,1999-01-01
446905,Oscal,Cools,1999-01-01
446931,Lihong,Openshaw,1999-01-01
446966,Shaowen,Tyugu,1999-01-01
446978,Hyuckchul,Nollmann,1999-01-01
446981,Yannik,Chartres,1999-01-01
446982,Ipke,Siegrist,1999-01-01
446990,Zhanqiu,Streng,1999-01-01
446991,Elgin,Polupanov,1999-01-01
447001,Moty,Beetstra,1999-01-01
447008,Zsolt,Cooman,1999-01-01
447017,Ramachenga,Vecchi,1999-01-01
447021,Shigeu,Denna,1999-01-01
447023,Masaki,Joslin,1999-01-01
447025,Ferdinand,Veevers,1999-01-01
447045,Xiaocheng,Baak,1999-01-01
447061,Ewing,Pluym,1999-01-01
447072,George,Mukaidono,1999-01-01
447075,Charlene,Mellouli,1999-01-01
447076,Teruyuki,Straney,1999-01-01
447079,Dante,Stanger,1999-01-01
447081,Chinhyun,Colorni,1999-01-01
447091,Suzette,Perfilyeva,1999-01-01
447092,Inderjeet,Lorho,1999-01-01
447101,Tse,Parhami,1999-01-01
447121,Girolamo,Giveon,1999-01-01
447127,Shigeaki,Delaune,1999-01-01
447132,Masaru,Crelier,1999-01-01
447149,Teiji,Eppinger,1999-01-01
447164,Ulises,Deverell,1999-01-01
447194,Anneke,Rando,1999-01-01
447195,Jaques,Ruemmler,1999-01-01
447203,Gila,Lienhardt,1999-01-01
447213,Adas,Warwick,1999-01-01
447215,Danae,Mullainathan,1999-01-01
447220,Inderjeet,Malinowski,1999-01-01
447238,Shigehito,Comte,1999-01-01
447240,Maja,Riefers,1999-01-01
447241,Satosi,Azevdeo,1999-01-01
447242,Gino,Keustermans,1999-01-01
447260,Ramalingam,Kalorkoti,1999-01-01
447274,Hongzhu,Journel,1999-01-01
447275,Ranga,Kenevan,1999-01-01
447294,Florian,Kitsuregawa,1999-01-01
447307,Barton,Butterworth,1999-01-01
447322,Marc,Snedden,1999-01-01
447349,Yinghua,Speel,1999-01-01
447354,Valeska,Ghalwash,1999-01-01
447372,Bouchung,Heijenga,1999-01-01
447385,Yongqiao,Skrikant,1999-01-01
447391,Sverrir,Muhlberg,1999-01-01
447395,Rosalyn,Quaggetto,1999-01-01
447396,Kazuyasu,Oberman,1999-01-01
447399,Brewster,Murrill,1999-01-01
447401,Perry,Feinberg,1999-01-01
447413,Jayson,Schach,1999-01-01
447420,Satoru,Peot,1999-01-01
447431,Kokou,Guting,1999-01-01
447449,Jordanka,Klyachko,1999-01-01
447454,Niteen,Improta,1999-01-01
447462,Mart,Pileggi,1999-01-01
447480,Maik,Leppanen,1999-01-01
447507,Gro,Kaelbling,1999-01-01
447530,Bodh,Zeidenstein,1999-01-01
447548,Kazuhide,Cardazo,1999-01-01
447564,Charmane,Kriebel,1999-01-01
447565,Qunsheng,Facello,1999-01-01
447584,Jouni,VanScheik,1999-01-01
447614,Xinglin,Penn,1999-01-01
447618,Sachio,Tetzlaff,1999-01-01
447622,Tokuyasu,Lipner,1999-01-01
447632,Yucel,Paludetto,1999-01-01
447635,Kitty,Ranft,1999-01-01
447637,Ung,Liesche,1999-01-01
447654,Padma,Guerreiro,1999-01-01
447656,Seongbae,Rissland,1999-01-01
447658,Fen,Ossenbruggen,1999-01-01
447665,Martien,Schaar,1999-01-01
447701,Lucien,Etalle,1999-01-01
447705,Giordano,Docker,1999-01-01
447727,Basem,Merel,1999-01-01
447743,Valery,Ferretti,1999-01-01
447748,Shooichi,Hammerschmidt,1999-01-01
447750,Fun,Engberts,1999-01-01
447764,Berna,Plotkin,1999-01-01
447765,Arie,Chachaty,1999-01-01
447773,Masato,Peot,1999-01-01
447791,Huei,Pluym,1999-01-01
447800,Xiaoshan,Polupanov,1999-01-01
447808,Wanqing,Gimbel,1999-01-01
447816,Abdelwaheb,Buescher,1999-01-01
447820,Conor,Swist,1999-01-01
447822,Arvind,Suomi,1999-01-01
447825,Remmert,Schueller,1999-01-01
447826,Harjit,Morris,1999-01-01
447849,Izaskun,Wissmann,1999-01-01
447850,Duke,Decleir,1999-01-01
447868,Shaw,Reeker,1999-01-01
447893,Munir,Hockney,1999-01-01
447928,Jianhao,Spell,1999-01-01
447962,Seongbin,Linares,1999-01-01
447967,Isamu,Kitai,1999-01-01
447985,Sedat,Alencar,1999-01-01
447989,Wojceich,Gini,1999-01-01
448008,Shem,Taubenfeld,1999-01-01
448014,Kristof,Selenyi,1999-01-01
448025,Vitaly,Rosis,1999-01-01
448030,Kagan,Serna,1999-01-01
448037,Niclas,Trachtenberg,1999-01-01
448044,Yakkov,Stille,1999-01-01
448047,Xinyu,Gini,1999-01-01
448054,Franziska,Imataki,1999-01-01
448079,Ingmar,Benaini,1999-01-01
448089,Xiong,Kalloufi,1999-01-01
448096,Aksel,Rouquie,1999-01-01
448102,Tamiya,Wissmann,1999-01-01
448124,Hongzhu,Roohalamini,1999-01-01
448131,Aloys,Akaboshi,1999-01-01
448136,Garnik,Ushiama,1999-01-01
448138,Izaskun,Welham,1999-01-01
448154,Nahid,Ramsay,1999-01-01
448156,Xuejia,Spataro,1999-01-01
448166,Bangqing,Schneeberger,1999-01-01
448210,Marc,Hoppenstand,1999-01-01
448211,Shim,Dratva,1999-01-01
448214,Sumant,Morton,1999-01-01
448235,Giao,Flowers,1999-01-01
448237,Chenxi,Tagansky,1999-01-01
448250,Susumu,Teitelbaum,1999-01-01
448254,Hironobu,Gischer,1999-01-01
448258,Fatemeh,Rusterholz,1999-01-01
448260,Gad,Garnick,1999-01-01
448282,Rosine,Peek,1999-01-01
448287,Neven,Wynblatt,1999-01-01
448297,Nahum,Ghelli,1999-01-01
448307,Sibyl,Walstra,1999-01-01
448309,Yahiko,Socorro,1999-01-01
448313,Chinhyun,Carrere,1999-01-01
448323,Dipayan,Kadhim,1999-01-01
448327,Zhonghui,Roccetti,1999-01-01
448328,Dipayan,Kavraki,1999-01-01
448334,Rasikan,Turnbull,1999-01-01
448352,Arnould,Takanami,1999-01-01
448357,Parviz,Munch,1999-01-01
448359,Nirmal,Comellas,1999-01-01
448362,Denis,Erol,1999-01-01
448363,Elrique,Duclos,1999-01-01
448364,Xuedong,Sinitsyn,1999-01-01
448365,Domenico,Bernatsky,1999-01-01
448369,Mohit,Ghelli,1999-01-01
448388,Shaleah,Gluchowski,1999-01-01
448394,Parke,Atchley,1999-01-01
448400,Mokhtar,Kakkad,1999-01-01
448406,Masami,Kitsuregawa,1999-01-01
448433,IEEE,Zastre,1999-01-01
448438,Bangqing,Anguita,1999-01-01
448440,Idoia,Bala,1999-01-01
448444,KayLiang,Armand,1999-01-01
448452,Zsolt,Flowers,1999-01-01
448460,Selwyn,Kuszyk,1999-01-01
448466,Basil,Zockler,1999-01-01
448471,Piyawadee,Luks,1999-01-01
448475,Marl,Braunmuhl,1999-01-01
448478,Ulf,Stanger,1999-01-01
448483,Snehasis,Tempesti,1999-01-01
448495,Goncalo,Scharstein,1999-01-01
448498,Ishfaq,Joslin,1999-01-01
448510,Candido,Bratsberg,1999-01-01
448524,Kwangsub,Akazan,1999-01-01
448535,Francesca,Hiroyama,1999-01-01
448554,Sushant,Swiss,1999-01-01
448563,Kensei,Terlouw,1999-01-01
448565,Herb,Linares,1999-01-01
448566,Subhada,Milicia,1999-01-01
448570,Yechiam,Figueira,1999-01-01
448572,Shigeu,Szilard,1999-01-01
448583,Leon,Wolniewicz,1999-01-01
448585,Shin,Makrucki,1999-01-01
448606,Khoa,Zastre,1999-01-01
448623,Tetsurou,Taubman,1999-01-01
448632,Chikako,Hiroyama,1999-01-01
448639,Pintsang,Zobel,1999-01-01
448647,Rosalie,dAstous,1999-01-01
448664,Mori,Khamsi,1999-01-01
448681,Fayez,Gini,1999-01-01
448692,Sukumar,Weisert,1999-01-01
448694,Constantijn,Luef,1999-01-01
448697,Mototsugu,Pietracaprina,1999-01-01
448707,Laurentiu,Basart,1999-01-01
448744,Eishiro,Dichev,1999-01-01
448749,Utz,Hasenauer,1999-01-01
448755,Masaki,Reeker,1999-01-01
448759,Luigi,Bojadziev,1999-01-01
448762,Hirochika,Lakshmanan,1999-01-01
448766,Yinghua,Fabrizio,1999-01-01
448775,Arnould,Buescher,1999-01-01
448779,Alair,Gelosh,1999-01-01
448781,Luigi,Heering,1999-01-01
448785,Mostafa,Terwilliger,1999-01-01
448795,Jolita,Brlek,1999-01-01
448799,Shahab,Socorro,1999-01-01
448808,Yannik,Adachi,1999-01-01
448810,Tomofumi,Kropp,1999-01-01
448813,Khosrow,Mullainathan,1999-01-01
448818,Alejandra,Maginnis,1999-01-01
448835,Chikako,Benzmuller,1999-01-01
448846,Abdulla,Lipner,1999-01-01
448858,Takahiro,Emmart,1999-01-01
448860,Jixiang,Gecseg,1999-01-01
448861,Odysseas,Noriega,1999-01-01
448870,Sadegh,Dymetman,1999-01-01
448877,Poornachandra,Pehl,1999-01-01
448894,Rildo,Kugler,1999-01-01
448899,Rance,Mattern,1999-01-01
448908,Mountaz,Rehfuss,1999-01-01
448914,Vesna,Atrawala,1999-01-01
448928,Heon,Birch,1999-01-01
448929,Dinkar,Tyugu,1999-01-01
448936,IEEE,Zongker,1999-01-01
448941,Pascal,Rothenberg,1999-01-01
448947,Lijie,Douceur,1999-01-01
448957,Lene,Unno,1999-01-01
448967,Nidapan,Lindenbaum,1999-01-01
448974,Marlo,Vickson,1999-01-01
449013,Xiping,Collette,1999-01-01
449023,Jinpo,Kuhnemann,1999-01-01
449026,Geoff,Nergos,1999-01-01
449028,Xuedong,Bhattacharjee,1999-01-01
449058,Tsutomu,Coney,1999-01-01
449060,Erzsebet,Kroon,1999-01-01
449069,Gilbert,Gadepally,1999-01-01
449075,Aran,Lund,1999-01-01
449077,Cathie,Molenaar,1999-01-01
449082,Barry,Merey,1999-01-01
449087,Khalid,Eppinger,1999-01-01
449103,Minghong,Mandelberg,1999-01-01
449105,Jiakeng,Riesenhuber,1999-01-01
449111,Syozo,Scharstein,1999-01-01
449115,Kellyn,Levasseur,1999-01-01
449116,Rosli,Ranft,1999-01-01
449117,Fumitake,Genin,1999-01-01
449119,Tomofumi,Brickell,1999-01-01
449121,Gil,Taubenfeld,1999-01-01
449139,Moni,Melton,1999-01-01
449141,Yuqun,Szmurlo,1999-01-01
449170,Serenella,Mellouli,1999-01-01
449171,Divier,Luiz,1999-01-01
449181,Frederique,Tagansky,1999-01-01
449194,Francesca,Sanella,1999-01-01
449207,Takanari,Quaggetto,1999-01-01
449213,Jordanka,Swift,1999-01-01
449215,Arvind,Trumbly,1999-01-01
449223,Gad,Peak,1999-01-01
449226,Shahid,Caine,1999-01-01
449235,Jaewoo,Rodite,1999-01-01
449237,Conal,Beutelspacher,1999-01-01
449242,Basant,Chinen,1999-01-01
449246,Bilhanan,Kamber,1999-01-01
449253,Iara,Tiemann,1999-01-01
449261,Hidefumi,Baaleh,1999-01-01
449262,Woody,Slobodova,1999-01-01
449263,Aemilian,Leaver,1999-01-01
449264,Martins,Serra,1999-01-01
449275,Cedric,Matzen,1999-01-01
449276,Geoff,Milicic,1999-01-01
449285,Zhenhua,Lambe,1999-01-01
449290,Snehasis,Comellas,1999-01-01
449300,Uwe,Benaini,1999-01-01
449318,Khue,DuBourdieux,1999-01-01
449323,Woody,Fujisawa,1999-01-01
449325,Xinan,Hebert,1999-01-01
449339,Parke,Speer,1999-01-01
449359,Arvind,Dratva,1999-01-01
449363,Marco,Schahn,1999-01-01
449369,Halsur,Litzler,1999-01-01
449379,Val,Grandbois,1999-01-01
449381,Visit,Hennebert,1999-01-01
449386,Kwan,Montemayor,1999-01-01
449387,Mokhtar,Valette,1999-01-01
449400,Jouko,Gluchowski,1999-01-01
449411,Sverrir,Kading,1999-01-01
449436,Hitofumi,Paciorek,1999-01-01
449450,Basim,Rijsenbrij,1999-01-01
449459,Pohua,Bakhtari,1999-01-01
449477,Jaroslava,Zykh,1999-01-01
449485,Along,Murtafg,1999-01-01
449487,Yonghong,Codenie,1999-01-01
449489,Naftaly,Hertweck,1999-01-01
449491,Chinho,Farrel,1999-01-01
449496,Rimli,Hofmeyr,1999-01-01
449504,Chaitali,Porenta,1999-01-01
449506,Mohit,Nanard,1999-01-01
449507,Teruyuki,Back,1999-01-01
449518,Berni,Krupka,1999-01-01
449520,Navid,Mansanne,1999-01-01
449521,Tristan,Kalloufi,1999-01-01
449526,Sham,Pargaonkar,1999-01-01
449528,Feipei,Beilner,1999-01-01
449530,Moni,Lamba,1999-01-01
449540,Wayne,Millington,1999-01-01
449577,Serap,Brobst,1999-01-01
449581,Chuanti,Stamatiou,1999-01-01
449596,Shigeu,Ernst,1999-01-01
449599,Aloke,Baig,1999-01-01
449604,Ottavia,Varman,1999-01-01
449621,Ashish,Noriega,1999-01-01
449641,Chiranjit,Demizu,1999-01-01
449645,Gou,Kragelund,1999-01-01
449657,Cathie,Serre,1999-01-01
449661,Bartek,Raney,1999-01-01
449664,Toshimitsu,Wielonsky,1999-01-01
449675,Ottavia,Frezza,1999-01-01
449684,Yinghua,Pleszkun,1999-01-01
449692,Idoia,Vidya,1999-01-01
449693,Teruyuki,Angiulli,1999-01-01
449704,Ziyad,Garnier,1999-01-01
449710,Lokesh,Beznosov,1999-01-01
449711,Florina,Verhaegen,1999-01-01
449745,Jeong,Imataki,1999-01-01
449783,Conal,Uhrig,1999-01-01
449784,Kersti,Zwicker,1999-01-01
449803,Ottavia,Landherr,1999-01-01
449816,Mariangiola,Lanzelotte,1999-01-01
449835,Etsuo,Armand,1999-01-01
449838,Abdelaziz,Cmelik,1999-01-01
449847,Junichi,Garnier,1999-01-01
449865,Shalesh,Puppo,1999-01-01
449880,Charlene,Ermel,1999-01-01
449887,Elzbieta,Lorcy,1999-01-01
449897,Navid,Dichev,1999-01-01
449903,Teruyuki,Billingsley,1999-01-01
449915,Vasiliy,Maierhofer,1999-01-01
449916,Zhonghua,Leslie,1999-01-01
449920,Domenico,Koblick,1999-01-01
449928,Muzhong,Malinowski,1999-01-01
449945,Shuzo,Peris,1999-01-01
449950,Shen,Rissland,1999-01-01
449957,Gen,Marrevee,1999-01-01
449961,Diederik,Swist,1999-01-01
449962,Marsal,Heystek,1999-01-01
449965,Gaetan,Gilg,1999-01-01
449988,Masami,Teitelbaum,1999-01-01
449992,Barry,Azevdeo,1999-01-01
449996,Georg,Kavvadias,1999-01-01
450003,Malu,Merlo,1999-01-01
450012,Byong,Ashish,1999-01-01
450032,Oguz,Weedon,1999-01-01
450038,Godehard,Gecsei,1999-01-01
450039,Anyuan,Lunt,1999-01-01
450047,Yonghong,Porenta,1999-01-01
450048,Frazer,Bondorf,1999-01-01
450078,Ranan,Itzigehl,1999-01-01
450086,Stamatina,Baer,1999-01-01
450095,Kolar,Cheshire,1999-01-01
450114,Duro,Erdmenger,1999-01-01
450125,Zongyan,Kossowski,1999-01-01
450133,Masanao,Preusig,1999-01-01
450138,Kensyu,Schueller,1999-01-01
450147,Yongdong,Farris,1999-01-01
450170,Taiji,Constantine,1999-01-01
450192,Sachem,Ghalwash,1999-01-01
450194,Atreyi,Montresor,1999-01-01
450196,Zeydy,Picht,1999-01-01
450197,Macha,Schapire,1999-01-01
450208,Rosalie,Leijenhorst,1999-01-01
450216,Ziya,Herath,1999-01-01
450217,Petter,Gluchowski,1999-01-01
450219,Xiaoheng,Gruenwald,1999-01-01
450239,Tokuyasu,Pardalos,1999-01-01
450243,Mayumi,Undy,1999-01-01
450248,Nigel,Zaiane,1999-01-01
450264,Aloke,Socorro,1999-01-01
450287,Christophe,Kinley,1999-01-01
450288,Angus,Braunschweig,1999-01-01
450305,Janche,Ghelli,1999-01-01
450306,Idoia,Gurbaxani,1999-01-01
450319,Abdelwaheb,Panienski,1999-01-01
450322,Hsiangchu,Melichar,1999-01-01
450347,Otilia,Lamba,1999-01-01
450354,Yagil,Cesareni,1999-01-01
450360,Moriyoshi,Schmittgen,1999-01-01
450384,Raimond,Anido,1999-01-01
450405,Radoslaw,Grospietsch,1999-01-01
450409,Marla,Babb,1999-01-01
450412,Kazuhiro,Raney,1999-01-01
450422,Tayeb,Ebeling,1999-01-01
450438,Anestis,Cooke,1999-01-01
450444,Gil,Vakili,1999-01-01
450449,Saddek,Pagter,1999-01-01
450454,Shichao,Ranft,1999-01-01
450457,Fun,Ranka,1999-01-01
450467,Sachin,Linares,1999-01-01
450468,Aimee,Lakshmanan,1999-01-01
450479,Yonghong,Bressoud,1999-01-01
450480,Macha,Speer,1999-01-01
450486,Jaewoo,Schwartzburd,1999-01-01
450495,Isaac,Boguraev,1999-01-01
450496,Shuji,Rosti,1999-01-01
450497,Shietung,Molberg,1999-01-01
450498,Reinhard,Ciolek,1999-01-01
450524,Pantung,Naumovich,1999-01-01
450535,Hauke,Beutelspacher,1999-01-01
450542,Hein,Encarnacion,1999-01-01
450549,Hyuckchul,Sudbeck,1999-01-01
450556,Douadi,Zolotykh,1999-01-01
450563,Saddek,Ishibashi,1999-01-01
450573,Jolita,Nyrup,1999-01-01
450585,Gaetan,Remmele,1999-01-01
450594,Torsten,Morrey,1999-01-01
450596,Dante,Jiafu,1999-01-01
450599,Kagan,Rahimi,1999-01-01
450611,Yuping,Siprelle,1999-01-01
450622,Xuejun,Undy,1999-01-01
450623,Mostafa,Schiper,1999-01-01
450625,Conrado,Calkin,1999-01-01
450645,Niteen,Tsukuda,1999-01-01
450665,Navid,Oehlmann,1999-01-01
450667,Martine,Karner,1999-01-01
450670,Udo,Haumacher,1999-01-01
450683,Kayoko,Genther,1999-01-01
450689,Sivanarayana,Gill,1999-01-01
450709,Shaz,Nooteboom,1999-01-01
450735,Chaitali,Naumovich,1999-01-01
450737,Hailing,Krychniak,1999-01-01
450748,Barun,Swist,1999-01-01
450768,Lech,Erdi,1999-01-01
450771,Lillian,Shanbhogue,1999-01-01
450783,Sigeru,Turnbull,1999-01-01
450798,Margareta,Lorys,1999-01-01
450799,Sugwoo,Peac,1999-01-01
450812,Feiyu,Gerteisen,1999-01-01
450822,Wuxu,Furedi,1999-01-01
450826,Guoxiang,Farrar,1999-01-01
450829,Along,Schiper,1999-01-01
450834,Boguslaw,Pelz,1999-01-01
450836,Magy,Byoun,1999-01-01
450838,Vasiliy,Demri,1999-01-01
450842,Charmane,Danner,1999-01-01
450860,Angus,Billingsley,1999-01-01
450874,Sven,Rebaine,1999-01-01
450878,Djelloul,Cannata,1999-01-01
450893,Ulises,Gerlach,1999-01-01
450910,Niranjan,Bodoff,1999-01-01
450927,Bernice,Hempstead,1999-01-01
450931,IEEE,Stentiford,1999-01-01
450959,Premsyl,Kusalik,1999-01-01
450982,Takahiro,Spieker,1999-01-01
450985,Florian,Langford,1999-01-01
450990,Randi,Ramras,1999-01-01
451001,Kitty,Bottner,1999-01-01
451002,Fumino,Bahk,1999-01-01
451007,Mingzeng,Jeong,1999-01-01
451010,Ger,Schusler,1999-01-01
451020,Abdelwaheb,Masada,1999-01-01
451028,Zengping,Bahr,1999-01-01
451031,Tetsushi,Thimonier,1999-01-01
451038,Genki,Lorie,1999-01-01
451040,Taisook,Backhouse,1999-01-01
451062,Badri,Narwekar,1999-01-01
451063,Sibyl,Irland,1999-01-01
451068,Howell,Collavizza,1999-01-01
451073,Sedat,Couchot,1999-01-01
451074,Masaru,Kowalchuk,1999-01-01
451088,Constantine,Vuskovic,1999-01-01
451098,Pragnesh,Fujisaki,1999-01-01
451100,Moheb,Schlumberger,1999-01-01
451115,Zejun,Wrigley,1999-01-01
451131,Alejandra,Jervis,1999-01-01
451152,Susanna,Auria,1999-01-01
451155,Kolar,Anguita,1999-01-01
451164,Shahaf,Pargaonkar,1999-01-01
451166,Kazuyasu,Spataro,1999-01-01
451168,Licheng,Welham,1999-01-01
451173,Aloke,Lorie,1999-01-01
451180,JiYoung,Suppi,1999-01-01
451199,Masanao,Fraisse,1999-01-01
451204,Rutger,Ranon,1999-01-01
451208,Taegyun,Versino,1999-01-01
451217,Changho,Nergos,1999-01-01
451228,Zhanqiu,Ghemri,1999-01-01
