emp_no,first_name,last_name,to_date,title
435980,Toney,Rando,9999-01-01,Senior Staff
435980,Toney,Rando,1999-02-25,Staff
435992,Kish,Herber,9999-01-01,Senior Engineer
435995,Jovan,Anger,1996-06-22,Engineer
435995,Jovan,Anger,9999-01-01,Senior Engineer
435998,Ymte,Wrigley,9999-01-01,Technique Leader
436001,Guenter,Restivo,9999-01-01,Senior Engineer
436002,Kazuyasu,Takanami,1993-05-26,Assistant Engineer
436002,Kazuyasu,Takanami,2000-05-26,Engineer
436002,Kazuyasu,Takanami,9999-01-01,Senior Engineer
436005,Kristen,Poupard,9999-01-01,Senior Engineer
436007,Wonhee,Soicher,9999-01-01,Senior Staff
436008,Jordanka,Hasenauer,9999-01-01,Staff
436016,Uma,Shokrollahi,9999-01-01,Senior Engineer
436020,Rutger,Wielonsky,1994-07-29,Engineer
436020,Rutger,Wielonsky,9999-01-01,Senior Engineer
436025,Hugh,Doering,1993-05-01,Engineer
436025,Hugh,Doering,2000-02-09,Senior Engineer
436026,Gritta,Keustermans,1996-03-26,Engineer
436026,Gritta,Keustermans,1997-06-05,Senior Engineer
436031,Jaques,Schmezko,1990-11-25,Engineer
436031,Jaques,Schmezko,9999-01-01,Senior Engineer
436049,Golgen,Schmiedel,9999-01-01,Staff
436050,Christophe,Emiris,1997-03-07,Assistant Engineer
436050,Christophe,Emiris,9999-01-01,Engineer
436055,Adam,Hofting,1995-11-11,Technique Leader
436061,Ekawit,Ressouche,1998-12-03,Engineer
436061,Ekawit,Ressouche,9999-01-01,Senior Engineer
436062,Kshitij,Ibel,9999-01-01,Senior Staff
436062,Kshitij,Ibel,1994-08-02,Staff
436069,Xumin,Spieker,1992-10-30,Engineer
436069,Xumin,Spieker,9999-01-01,Senior Engineer
436073,Pranjal,Lyonns,1993-03-09,Assistant Engineer
436073,Pranjal,Lyonns,1999-03-09,Engineer
436073,Pranjal,Lyonns,9999-01-01,Senior Engineer
436074,Jessie,Morrow,1999-02-07,Engineer
436074,Jessie,Morrow,9999-01-01,Senior Engineer
436077,Mabo,Macedo,9999-01-01,Senior Staff
436077,Mabo,Macedo,1991-02-11,Staff
436094,Mads,McDermid,1993-10-30,Engineer
436094,Mads,McDermid,9999-01-01,Senior Engineer
436096,Arvin,Baak,2002-06-26,Technique Leader
436124,Padma,Binding,1991-09-04,Engineer
436124,Padma,Binding,9999-01-01,Senior Engineer
436126,Janalee,Baek,9999-01-01,Senior Staff
436126,Janalee,Baek,1998-01-27,Staff
436130,Guenter,Lorys,1993-09-08,Engineer
436130,Guenter,Lorys,9999-01-01,Senior Engineer
436144,Mark,Morrow,1992-07-20,Engineer
436144,Mark,Morrow,9999-01-01,Senior Engineer
436148,Basant,Cairo,9999-01-01,Senior Staff
436148,Basant,Cairo,1993-12-12,Staff
436156,Nectarios,Benaini,9999-01-01,Assistant Engineer
436178,Venkatesan,Ozery,9999-01-01,Technique Leader
436183,Geoffrey,Jakobus,9999-01-01,Senior Staff
436188,Bedir,Bridgland,9999-01-01,Technique Leader
436191,Aram,Rajcani,1994-05-20,Engineer
436191,Aram,Rajcani,9999-01-01,Senior Engineer
436196,Kolar,Cherinka,1996-04-25,Engineer
436196,Kolar,Cherinka,9999-01-01,Senior Engineer
436205,Rosita,Zielinski,1993-07-16,Engineer
436205,Rosita,Zielinski,9999-01-01,Senior Engineer
436209,Manton,Kermarrec,1993-09-26,Assistant Engineer
436209,Manton,Kermarrec,1998-09-26,Engineer
436209,Manton,Kermarrec,9999-01-01,Senior Engineer
436218,Gladys,Bergere,9999-01-01,Engineer
436225,Mani,Penz,9999-01-01,Senior Engineer
436231,Pohua,Rusmann,1989-02-13,Engineer
436243,Evgueni,Fujisaki,9999-01-01,Senior Staff
436243,Evgueni,Fujisaki,1994-10-27,Staff
436254,Tsutomu,Bellone,9999-01-01,Senior Staff
436254,Tsutomu,Bellone,1996-08-17,Staff
436269,Bernd,Ressouche,1994-08-27,Assistant Engineer
436269,Bernd,Ressouche,1999-09-18,Engineer
436302,Ymte,Schurmann,9999-01-01,Senior Staff
436302,Ymte,Schurmann,1991-03-17,Staff
436304,Mohammed,Sommer,1994-07-19,Engineer
436304,Mohammed,Sommer,9999-01-01,Senior Engineer
436307,Parke,Sambasivam,9999-01-01,Senior Engineer
436319,Ramzi,Emmerich,1995-09-15,Engineer
436319,Ramzi,Emmerich,9999-01-01,Senior Engineer
436339,Berthier,Koblitz,9999-01-01,Senior Engineer
436342,Sreenivas,Lorho,9999-01-01,Senior Staff
436344,Manibrata,Anily,9999-01-01,Senior Staff
436344,Manibrata,Anily,1994-05-13,Staff
436372,Abdelkader,Leslie,9999-01-01,Senior Staff
436372,Abdelkader,Leslie,1994-10-19,Staff
436393,Gretta,McFarlan,1987-12-13,Senior Engineer
436394,Guther,Chappelet,1992-11-24,Engineer
436394,Guther,Chappelet,9999-01-01,Senior Engineer
436395,Percy,Meszaros,1991-10-24,Engineer
436395,Percy,Meszaros,9999-01-01,Senior Engineer
436396,Jordanka,Feinberg,1992-09-28,Engineer
436396,Jordanka,Feinberg,2001-08-15,Senior Engineer
436413,Xinan,Zschoche,1999-04-18,Engineer
436413,Xinan,Zschoche,1999-05-10,Senior Engineer
436417,Dinah,Pepe,1993-07-16,Engineer
436417,Dinah,Pepe,2002-06-13,Senior Engineer
436419,Randi,Schapiro,9999-01-01,Senior Staff
436419,Randi,Schapiro,1993-07-01,Staff
436431,Uriel,Hutton,9999-01-01,Senior Staff
436431,Uriel,Hutton,1994-08-12,Staff
436433,Ibibia,Morrow,1993-12-17,Engineer
436433,Ibibia,Morrow,9999-01-01,Senior Engineer
436438,Stevo,Gecseg,1994-01-05,Senior Staff
436438,Stevo,Gecseg,1992-05-23,Staff
436442,Mang,Takanami,9999-01-01,Assistant Engineer
436446,Tze,Bazzichi,9999-01-01,Senior Staff
436446,Tze,Bazzichi,1993-03-03,Staff
436449,Tetsurou,Wilfing,1995-06-25,Engineer
436449,Tetsurou,Wilfing,9999-01-01,Senior Engineer
436457,Wilmer,Deville,9999-01-01,Staff
436458,Kendra,Pearson,2000-08-16,Engineer
436467,Rafael,Edelhoff,9999-01-01,Senior Staff
436473,Nakhoon,Braunmuhl,9999-01-01,Senior Staff
436473,Nakhoon,Braunmuhl,1996-09-05,Staff
436484,Florina,Dehkordi,9999-01-01,Staff
436490,Hsiangchu,Willoner,2000-07-29,Engineer
436490,Hsiangchu,Willoner,9999-01-01,Senior Engineer
436491,Marsja,Jakobus,9999-01-01,Senior Staff
436491,Marsja,Jakobus,1994-09-16,Staff
436498,Nathalie,Falco,9999-01-01,Senior Staff
436499,Charlene,Trachtenberg,9999-01-01,Senior Staff
436499,Charlene,Trachtenberg,1997-02-18,Staff
436501,Demin,Baby,1990-06-27,Staff
436508,Taegyun,Michaeli,9999-01-01,Senior Staff
436508,Taegyun,Michaeli,1997-02-15,Staff
436510,Munehiko,Poulakidas,1997-11-01,Engineer
436510,Munehiko,Poulakidas,1998-04-11,Senior Engineer
436514,Mahendra,Fritzsche,9999-01-01,Senior Staff
436514,Mahendra,Fritzsche,1994-04-11,Staff
436515,Djenana,Krone,9999-01-01,Engineer
436525,Abdulah,Langford,1997-07-15,Engineer
436525,Abdulah,Langford,9999-01-01,Senior Engineer
436540,Bedrich,Ishibashi,1993-04-21,Engineer
436540,Bedrich,Ishibashi,9999-01-01,Senior Engineer
436547,Keiichiro,Hofmeyr,1994-12-04,Engineer
436547,Keiichiro,Hofmeyr,1999-07-17,Senior Engineer
436585,Adib,Pargas,9999-01-01,Senior Staff
436585,Adib,Pargas,1994-03-12,Staff
436587,Valeri,Compeau,1990-11-01,Senior Staff
436587,Valeri,Compeau,1990-02-07,Staff
436599,Parke,Zhang,9999-01-01,Staff
436603,Duro,Rodite,9999-01-01,Senior Staff
436603,Duro,Rodite,1996-06-12,Staff
436605,Piyawadee,Duclos,2000-02-27,Senior Staff
436612,Koldo,Kumaresan,9999-01-01,Senior Engineer
436615,Jolita,Lortz,9999-01-01,Engineer
436625,Shim,Pluym,9999-01-01,Senior Staff
436635,Godehard,Levergood,9999-01-01,Senior Staff
436635,Godehard,Levergood,1998-05-14,Staff
436639,Lidong,Krogh,9999-01-01,Technique Leader
436641,Flemming,Hatcliff,1999-01-28,Engineer
436644,Boguslaw,Luks,9999-01-01,Engineer
436645,Gil,Pouyioutas,1995-03-26,Engineer
436645,Gil,Pouyioutas,9999-01-01,Senior Engineer
436646,Dante,Rotem,9999-01-01,Engineer
436651,Weijing,Birnbaum,9999-01-01,Senior Staff
436651,Weijing,Birnbaum,1996-01-17,Staff
436652,Marek,Anger,2000-06-05,Engineer
436652,Marek,Anger,9999-01-01,Senior Engineer
436653,Anoosh,Siepmann,2000-08-28,Engineer
436653,Anoosh,Siepmann,9999-01-01,Senior Engineer
436656,Rimon,Joslin,1996-12-25,Assistant Engineer
436656,Rimon,Joslin,9999-01-01,Engineer
436662,Mingzeng,Versino,9999-01-01,Technique Leader
436684,Alejandra,Molenkamp,1993-03-28,Engineer
436684,Alejandra,Molenkamp,9999-01-01,Senior Engineer
436686,Yishay,Tiemann,1993-12-28,Engineer
436686,Yishay,Tiemann,9999-01-01,Senior Engineer
436693,JoAnna,Sherertz,9999-01-01,Senior Staff
436693,JoAnna,Sherertz,2001-12-23,Staff
436694,Katsuo,Rothe,1990-05-22,Assistant Engineer
436694,Katsuo,Rothe,1995-05-22,Engineer
436694,Katsuo,Rothe,9999-01-01,Senior Engineer
436697,Xinan,Sanella,1998-03-15,Engineer
436697,Xinan,Sanella,9999-01-01,Senior Engineer
436698,Emdad,McClurg,9999-01-01,Senior Staff
436698,Emdad,McClurg,1993-07-06,Staff
436705,Margareta,Spataro,9999-01-01,Senior Staff
436705,Margareta,Spataro,1993-11-03,Staff
436706,Nevio,Kulisch,1996-08-27,Staff
436709,Hongzue,Danlos,1988-12-29,Engineer
436714,Gill,Lores,9999-01-01,Senior Engineer
436718,Poornachandra,Uchoa,1998-07-12,Engineer
436718,Poornachandra,Uchoa,9999-01-01,Senior Engineer
436731,Berni,Uhrig,9999-01-01,Staff
436743,Armond,Kobuchi,1992-04-24,Engineer
436743,Armond,Kobuchi,1999-06-20,Senior Engineer
436744,Remzi,Luders,9999-01-01,Senior Staff
436744,Remzi,Luders,1992-03-23,Staff
436757,Guiseppe,Lunt,1991-03-16,Engineer
436757,Guiseppe,Lunt,9999-01-01,Senior Engineer
436792,Taizo,Luca,9999-01-01,Senior Staff
436792,Taizo,Luca,1994-01-18,Staff
436822,Nahid,Yavatkar,9999-01-01,Technique Leader
436836,Mads,Muchinsky,9999-01-01,Senior Staff
436836,Mads,Muchinsky,2000-02-01,Staff
436842,Tomofumi,Krzyzanowski,9999-01-01,Senior Engineer
436847,Dinah,Noriega,1995-07-27,Staff
436848,Nitsan,Naudin,9999-01-01,Senior Staff
436848,Nitsan,Naudin,1995-11-08,Staff
436869,Billie,Barinka,1992-11-18,Engineer
436869,Billie,Barinka,9999-01-01,Senior Engineer
436883,Sergi,Ratnaker,1996-11-08,Engineer
436883,Sergi,Ratnaker,2002-04-18,Senior Engineer
436886,Martins,Benzmuller,1996-12-17,Engineer
436886,Martins,Benzmuller,9999-01-01,Senior Engineer
436893,Duro,Perko,9999-01-01,Engineer
436897,Shimshon,Gyorkos,2000-04-13,Engineer
436897,Shimshon,Gyorkos,9999-01-01,Senior Engineer
436904,Tse,Fontan,9999-01-01,Senior Staff
436904,Tse,Fontan,1996-04-10,Staff
436909,Yuriy,Standera,1999-12-20,Engineer
436909,Yuriy,Standera,9999-01-01,Senior Engineer
436913,Kauko,Luders,1992-07-04,Engineer
436913,Kauko,Luders,9999-01-01,Senior Engineer
436933,Shaunak,Mateescu,1999-12-11,Engineer
436965,Falguni,Leijenhorst,1993-06-22,Engineer
436965,Falguni,Leijenhorst,9999-01-01,Senior Engineer
436969,Jianhua,Olano,1995-07-05,Engineer
436969,Jianhua,Olano,9999-01-01,Senior Engineer
436974,Kellie,Gilg,2002-02-24,Senior Staff
436974,Kellie,Gilg,1996-07-19,Staff
436977,Heng,Giarratana,2002-05-01,Senior Staff
436977,Heng,Giarratana,2001-11-14,Staff
436981,Satoru,Champarnaud,9999-01-01,Senior Engineer
436982,Xiaopeng,Itzigehl,2001-02-16,Staff
436989,Mohan,Lubachevsky,1996-04-20,Senior Staff
436989,Mohan,Lubachevsky,1992-03-11,Staff
436991,Nikolaos,Ratnakar,1994-08-17,Engineer
436991,Nikolaos,Ratnakar,9999-01-01,Senior Engineer
436998,Parke,Radhakrishnan,1994-08-11,Technique Leader
437024,Ioana,Jullig,9999-01-01,Senior Staff
437033,Gregory,Tsunoo,2001-04-27,Engineer
437033,Gregory,Tsunoo,9999-01-01,Senior Engineer
437039,Kaijung,Godskesen,9999-01-01,Senior Staff
437039,Kaijung,Godskesen,1990-11-20,Staff
437045,Bojan,Yamaashi,1992-05-30,Engineer
437045,Bojan,Yamaashi,9999-01-01,Senior Engineer
437052,Baocai,Gill,9999-01-01,Senior Staff
437052,Baocai,Gill,1998-02-01,Staff
437055,Aluzio,Marletta,1999-05-26,Engineer
437059,Jouni,Mahnke,9999-01-01,Senior Staff
437059,Jouni,Mahnke,1993-03-23,Staff
437074,Jiang,Falco,9999-01-01,Engineer
437082,Hinrich,Cyne,1994-10-30,Engineer
437082,Hinrich,Cyne,9999-01-01,Senior Engineer
437093,Otmar,Barvinok,9999-01-01,Technique Leader
437094,Zhenbing,Muniz,1993-05-14,Engineer
437094,Zhenbing,Muniz,1995-12-06,Senior Engineer
437097,Salvador,Clemencon,9999-01-01,Senior Staff
437097,Salvador,Clemencon,1996-04-17,Staff
437098,Alassane,Gaughan,1995-06-24,Assistant Engineer
437098,Alassane,Gaughan,9999-01-01,Engineer
437101,Ramachenga,Birrer,9999-01-01,Senior Staff
437103,Uno,Thimonier,2001-06-03,Engineer
437103,Uno,Thimonier,9999-01-01,Senior Engineer
437112,Kolar,Gerlach,9999-01-01,Senior Staff
437112,Kolar,Gerlach,1997-02-22,Staff
437120,Valeri,Tagansky,9999-01-01,Technique Leader
437123,Prodip,Shimshoni,1998-05-18,Engineer
437123,Prodip,Shimshoni,9999-01-01,Senior Engineer
437125,Ghassan,Lukaszewicz,1995-12-11,Staff
437129,Shuho,Suessmith,1990-06-23,Engineer
437129,Shuho,Suessmith,9999-01-01,Senior Engineer
437131,Duke,Veccia,9999-01-01,Senior Staff
437148,Elvis,Sambasivam,1994-09-05,Engineer
437148,Elvis,Sambasivam,9999-01-01,Senior Engineer
437159,Munehiko,Ritzmann,9999-01-01,Senior Engineer
437166,Gennady,Ariola,1992-02-24,Assistant Engineer
437166,Gennady,Ariola,1999-02-24,Engineer
437166,Gennady,Ariola,9999-01-01,Senior Engineer
437178,Radhika,Suwa,1994-06-04,Engineer
437178,Radhika,Suwa,9999-01-01,Senior Engineer
437181,Hiroyasu,Stellhorn,1991-06-05,Engineer
437181,Hiroyasu,Stellhorn,9999-01-01,Senior Engineer
437182,Shigeaki,Vecchio,9999-01-01,Senior Staff
437182,Shigeaki,Vecchio,1990-03-29,Staff
437184,Jeane,Kabayashi,1995-11-06,Senior Staff
437184,Jeane,Kabayashi,1993-06-27,Staff
437191,Shmuel,Luca,9999-01-01,Senior Staff
437191,Shmuel,Luca,1997-11-19,Staff
437195,Uno,Hettesheimer,1999-05-18,Engineer
437195,Uno,Hettesheimer,9999-01-01,Senior Engineer
437205,Godehard,Panangaden,1993-05-25,Engineer
437205,Godehard,Panangaden,9999-01-01,Senior Engineer
437209,Nishit,Pero,9999-01-01,Staff
437223,Syozo,Lorin,9999-01-01,Senior Staff
437223,Syozo,Lorin,1992-01-31,Staff
437230,Theirry,Erie,9999-01-01,Senior Staff
437230,Theirry,Erie,1994-03-26,Staff
437233,Beshir,Stroustrup,1997-06-13,Engineer
437233,Beshir,Stroustrup,9999-01-01,Senior Engineer
437234,Gil,Sgarro,9999-01-01,Senior Staff
437234,Gil,Sgarro,1993-11-02,Staff
437236,Remmert,Asrin,9999-01-01,Staff
437238,Berthier,Hartvigsen,1990-05-29,Engineer
437238,Berthier,Hartvigsen,1996-05-26,Senior Engineer
437241,Angus,Moffat,9999-01-01,Senior Staff
437241,Angus,Moffat,1994-05-28,Staff
437250,Zengping,Ratzlaff,9999-01-01,Senior Staff
437262,DAIDA,Pramanik,1993-06-30,Engineer
437262,DAIDA,Pramanik,9999-01-01,Senior Engineer
437264,Zijian,VanScheik,1997-08-12,Senior Staff
437264,Zijian,VanScheik,1997-06-15,Staff
437266,Mack,Biran,9999-01-01,Engineer
437267,Seongbae,Dengi,9999-01-01,Technique Leader
437271,Nikolaus,Beutelspacher,1991-09-05,Engineer
437271,Nikolaus,Beutelspacher,9999-01-01,Senior Engineer
437280,Khatoun,Khalil,9999-01-01,Senior Engineer
437289,Eirik,Makinen,1996-06-02,Engineer
437289,Eirik,Makinen,9999-01-01,Senior Engineer
437294,Magy,Rosiles,1999-10-27,Senior Staff
437294,Magy,Rosiles,1992-07-13,Staff
437295,Shao,Solovay,9999-01-01,Senior Staff
437297,Adib,Zweizig,1998-03-27,Engineer
437298,Van,Msuda,9999-01-01,Senior Staff
437298,Van,Msuda,1990-12-01,Staff
437301,Adil,Pehl,1993-07-06,Assistant Engineer
437301,Adil,Pehl,1998-08-18,Engineer
437324,Luisa,Seghrouchni,9999-01-01,Staff
437337,Marko,Klassen,9999-01-01,Staff
437348,Deborah,Emden,1993-01-22,Engineer
437348,Deborah,Emden,9999-01-01,Senior Engineer
437349,Adil,Munch,1997-04-30,Engineer
437358,Sham,Rajcani,1999-10-29,Assistant Engineer
437389,Miomir,Ranft,1996-08-06,Engineer
437389,Miomir,Ranft,9999-01-01,Senior Engineer
437390,Taiji,Oxman,9999-01-01,Senior Staff
437394,Krister,Bouloucos,1995-04-19,Engineer
437394,Krister,Bouloucos,9999-01-01,Senior Engineer
437396,Filipe,Pocchiola,9999-01-01,Senior Staff
437396,Filipe,Pocchiola,1994-09-01,Staff
437405,Takahira,Nitta,9999-01-01,Senior Engineer
437409,Emdad,Emmerich,1997-06-09,Engineer
437409,Emdad,Emmerich,9999-01-01,Senior Engineer
437412,Shahab,Shinomoto,9999-01-01,Senior Staff
437413,Yurii,Gaughan,9999-01-01,Senior Staff
437413,Yurii,Gaughan,2000-04-17,Staff
437419,Navid,Ishibashi,1995-07-20,Engineer
437419,Navid,Ishibashi,9999-01-01,Senior Engineer
437421,Rayond,Edelhoff,1991-03-13,Assistant Engineer
437421,Rayond,Edelhoff,1996-03-12,Engineer
437421,Rayond,Edelhoff,9999-01-01,Senior Engineer
437422,Naftaly,Plavsic,1991-06-29,Engineer
437422,Naftaly,Plavsic,9999-01-01,Senior Engineer
437425,Ennio,Bardell,1992-06-16,Senior Staff
437426,Lillian,Lenart,9999-01-01,Senior Staff
437442,Muzhong,Delaune,9999-01-01,Senior Staff
437442,Muzhong,Delaune,1992-03-12,Staff
437446,Huai,Ratnaker,9999-01-01,Senior Staff
437446,Huai,Ratnaker,1994-08-08,Staff
437453,Gladys,Sabnani,9999-01-01,Senior Staff
437453,Gladys,Sabnani,1996-04-19,Staff
437455,Nikolaos,Marwedel,9999-01-01,Senior Engineer
437468,Urs,Gargeya,1994-05-14,Assistant Engineer
437468,Urs,Gargeya,1999-07-11,Engineer
437470,Rasiah,Bouloucos,9999-01-01,Assistant Engineer
437471,Zijian,Plesums,9999-01-01,Senior Staff
437471,Zijian,Plesums,1997-01-05,Staff
437477,Yuping,Gihr,1992-01-01,Engineer
437483,Adin,Callaway,9999-01-01,Senior Staff
437483,Adin,Callaway,1995-05-13,Staff
437494,Atilio,Usdin,9999-01-01,Staff
437502,Naftali,Schreiter,1991-04-23,Engineer
437502,Naftali,Schreiter,9999-01-01,Senior Engineer
437507,Hiroyasu,Stasinski,1999-07-15,Engineer
437507,Hiroyasu,Stasinski,9999-01-01,Senior Engineer
437522,Denny,Stroustrup,9999-01-01,Senior Staff
437522,Denny,Stroustrup,1990-11-02,Staff
437523,Nahum,Vakili,1992-05-18,Engineer
437523,Nahum,Vakili,9999-01-01,Senior Engineer
437539,Owen,Fioravanti,1994-07-29,Assistant Engineer
437539,Owen,Fioravanti,2001-07-29,Engineer
437539,Owen,Fioravanti,9999-01-01,Senior Engineer
437541,Kasidit,Bernardeschi,1999-11-30,Senior Staff
437541,Kasidit,Bernardeschi,1991-08-02,Staff
437553,Zeljko,Baranowski,9999-01-01,Senior Staff
437553,Zeljko,Baranowski,1992-05-03,Staff
437566,Chuanyi,Landherr,1996-08-07,Engineer
437566,Chuanyi,Landherr,9999-01-01,Senior Engineer
437592,Yongdong,Demir,1994-06-13,Engineer
437596,Lakshmi,Assaf,1995-01-24,Engineer
437596,Lakshmi,Assaf,9999-01-01,Senior Engineer
437603,Poornachandra,Lemarechal,9999-01-01,Senior Staff
437608,Marko,Montemayor,1991-09-01,Engineer
437608,Marko,Montemayor,9999-01-01,Senior Engineer
437614,Minghong,Hoogerwoord,9999-01-01,Engineer
437628,Aloke,Chiola,1992-06-15,Senior Staff
437628,Aloke,Chiola,1991-08-23,Staff
437632,Zvonko,Gyorkos,9999-01-01,Engineer
437635,Maya,Garnick,9999-01-01,Senior Engineer
437637,Luigi,Schlumberger,1993-05-12,Senior Staff
437637,Luigi,Schlumberger,1990-06-14,Staff
437639,Barun,Imataki,9999-01-01,Senior Staff
437656,Willard,Ibel,2001-03-09,Engineer
437659,Conor,Jervis,2000-08-20,Staff
437675,Suzette,Takanami,9999-01-01,Senior Engineer
437678,Val,Pocchiola,2002-06-01,Engineer
437678,Val,Pocchiola,9999-01-01,Senior Engineer
437679,Boutros,Linares,1990-07-29,Engineer
437679,Boutros,Linares,9999-01-01,Senior Engineer
437689,Taizo,Pargas,9999-01-01,Technique Leader
437690,Elliott,Cronan,1999-02-14,Staff
437691,Make,Sichman,1993-03-07,Engineer
437691,Make,Sichman,9999-01-01,Senior Engineer
437706,Shen,Swick,9999-01-01,Engineer
437712,Domenick,Angelopoulos,9999-01-01,Senior Staff
437750,Rosine,Karunanithi,1989-08-05,Staff
437768,Martial,Weedman,9999-01-01,Senior Engineer
437794,Etsuo,Bage,1996-08-08,Assistant Engineer
437794,Etsuo,Bage,9999-01-01,Engineer
437806,Valdiodio,Benveniste,1998-12-19,Senior Staff
437808,Nirmal,Yemenis,9999-01-01,Senior Staff
437808,Nirmal,Yemenis,2000-08-24,Staff
437811,Moti,Zeleznik,9999-01-01,Senior Engineer
437818,Fayez,Figueira,9999-01-01,Staff
437824,Georg,Peral,1993-05-23,Engineer
437824,Georg,Peral,9999-01-01,Senior Engineer
437830,Bezalel,Plotkin,9999-01-01,Senior Staff
437838,Shooichi,Swiler,9999-01-01,Staff
437844,Marlo,Pero,9999-01-01,Staff
437850,Ronnie,Vural,1994-03-17,Engineer
437850,Ronnie,Vural,9999-01-01,Senior Engineer
437852,Mingsen,Maliniak,9999-01-01,Engineer
437861,Moie,Esteva,1997-03-03,Senior Staff
437861,Moie,Esteva,1996-11-18,Staff
437865,Pascal,Noriega,9999-01-01,Senior Staff
437875,Arun,Swick,1991-06-16,Engineer
437882,Salvador,Osgood,1992-02-13,Engineer
437882,Salvador,Osgood,9999-01-01,Senior Engineer
437883,Pantung,Kalafatis,1996-12-15,Engineer
437883,Pantung,Kalafatis,9999-01-01,Senior Engineer
437889,Dannz,Rosay,9999-01-01,Senior Staff
437889,Dannz,Rosay,1997-02-01,Staff
437890,Tianruo,Bazzichi,9999-01-01,Senior Engineer
437892,Sushant,Lampe,9999-01-01,Engineer
437895,Kristen,Kavanagh,9999-01-01,Technique Leader
437899,Rafols,Warwick,1991-06-15,Staff
437915,Katsuo,Kroon,9999-01-01,Technique Leader
437940,Radhika,Axelband,1990-10-28,Assistant Engineer
437940,Radhika,Axelband,1991-01-18,Engineer
437950,Irena,Salinas,1994-05-21,Engineer
437950,Irena,Salinas,9999-01-01,Senior Engineer
437954,Mong,Sinitsyn,9999-01-01,Staff
437955,Kristin,Matteis,2001-11-16,Assistant Engineer
437955,Kristin,Matteis,9999-01-01,Engineer
437981,Chanjung,Muhling,9999-01-01,Senior Staff
437981,Chanjung,Muhling,1996-03-15,Staff
437985,Reuven,Munke,9999-01-01,Senior Staff
437985,Reuven,Munke,1994-04-13,Staff
438007,Fumiya,Lanphier,2000-03-10,Staff
438010,Barna,Marsiglia,1993-01-23,Engineer
438010,Barna,Marsiglia,9999-01-01,Senior Engineer
438011,Patricia,Brender,1991-09-01,Engineer
438018,Fumiyo,Janetzko,1994-06-11,Engineer
438018,Fumiyo,Janetzko,2001-01-25,Senior Engineer
438040,Kauko,Pelz,9999-01-01,Senior Staff
438050,Foong,Waterhouse,1997-10-03,Assistant Engineer
438050,Foong,Waterhouse,9999-01-01,Engineer
438052,Beshir,Legleitner,9999-01-01,Engineer
438054,Sariel,Stentiford,9999-01-01,Senior Staff
438055,Jamaludin,Thorelli,9999-01-01,Staff
438084,Bangqing,Kemmerer,9999-01-01,Senior Engineer
438096,Szabolcs,Szilard,1999-05-21,Assistant Engineer
438096,Szabolcs,Szilard,9999-01-01,Engineer
438105,Shen,Montemayor,1992-05-04,Engineer
438105,Shen,Montemayor,9999-01-01,Senior Engineer
438109,Masato,Kadhim,9999-01-01,Senior Staff
438126,Duke,Krichel,9999-01-01,Senior Engineer
438137,Manu,Lupu,9999-01-01,Senior Staff
438137,Manu,Lupu,2001-02-25,Staff
438144,Martial,Suri,1998-08-15,Senior Staff
438150,Sanjeeva,Schlenzig,9999-01-01,Senior Staff
438153,Fan,Akazan,1995-10-07,Engineer
438153,Fan,Akazan,9999-01-01,Senior Engineer
438154,Karsten,Kenevan,1988-04-29,Senior Staff
438155,Arunachalam,Murtafg,9999-01-01,Senior Staff
438160,Rayond,Pagter,9999-01-01,Staff
438162,Mabry,Erdmenger,9999-01-01,Senior Staff
438162,Mabry,Erdmenger,1993-02-08,Staff
438171,Oguz,Engberts,9999-01-01,Senior Staff
438171,Oguz,Engberts,1992-02-12,Staff
438178,Stamatina,Denti,9999-01-01,Senior Staff
438178,Stamatina,Denti,1995-03-03,Staff
438192,Keiichiro,Showalter,9999-01-01,Senior Staff
438192,Keiichiro,Showalter,1993-08-23,Staff
438193,Martial,Chandrasekhar,9999-01-01,Senior Engineer
438197,Hideo,Stassinopoulos,1992-02-08,Staff
438207,Elvis,Adachi,9999-01-01,Senior Staff
438207,Elvis,Adachi,1997-11-01,Staff
438209,Lene,Feinberg,9999-01-01,Senior Staff
438209,Lene,Feinberg,1992-09-30,Staff
438212,Fatemeh,Luce,9999-01-01,Engineer
438214,Lokesh,Tokunaga,1995-10-16,Engineer
438214,Lokesh,Tokunaga,9999-01-01,Senior Engineer
438225,Kristian,Bahl,2001-01-03,Senior Staff
438225,Kristian,Bahl,1999-04-06,Staff
438240,Yurii,Luce,9999-01-01,Staff
438258,Arlette,Aumann,9999-01-01,Technique Leader
438262,Giao,Pauthner,1994-12-19,Engineer
438262,Giao,Pauthner,9999-01-01,Senior Engineer
438266,Marjo,Gecsei,9999-01-01,Staff
438267,Malu,Sichman,9999-01-01,Senior Staff
438267,Malu,Sichman,2002-04-14,Staff
438268,Hyuckchul,Mansanne,9999-01-01,Senior Staff
438268,Hyuckchul,Mansanne,1999-04-06,Staff
438269,Percy,Castellani,1991-04-08,Engineer
438269,Percy,Castellani,9999-01-01,Senior Engineer
438273,Shigeichiro,Minakawa,2002-01-16,Staff
438288,Kshitij,Riesenhuber,9999-01-01,Engineer
438289,Kiyokazu,Collavizza,9999-01-01,Staff
438295,Koichi,Acton,1992-01-27,Senior Staff
438296,Sajjad,Gist,9999-01-01,Senior Staff
438296,Sajjad,Gist,1991-08-13,Staff
438298,Elrique,Asrin,9999-01-01,Senior Engineer
